Bx,By,Bz
9.637002278600814265e+00,-1.476444717883524760e+01,-4.399431494201346027e+01
9.627164752395671599e+00,-1.476342942069505781e+01,-4.404894665101829077e+01
9.617329056326543224e+00,-1.476231445461715452e+01,-4.410358690841236040e+01
9.607495520712131309e+00,-1.476110216765096794e+01,-4.415823533676433499e+01
9.597664477839909836e+00,-1.475979244847242100e+01,-4.421289154817328892e+01
9.587836260301941138e+00,-1.475838518583600489e+01,-4.426755516110451794e+01
9.578011201704180522e+00,-1.475688026923750940e+01,-4.432222579316239575e+01
9.568189637374777234e+00,-1.475527758964248903e+01,-4.437690305387955902e+01
9.558371902700958600e+00,-1.475357703784362329e+01,-4.443158656153107700e+01
9.548558335022766741e+00,-1.475177850637509636e+01,-4.448627592391029140e+01
9.538749271970594634e+00,-1.474988188783725995e+01,-4.454097075513455906e+01
9.528945052173188657e+00,-1.474788707561430456e+01,-4.459567066843338523e+01
9.519146015964190966e+00,-1.474579396465845527e+01,-4.465037526895002884e+01
9.509352503722025673e+00,-1.474360244971932943e+01,-4.470508417052516137e+01
9.499564857759141390e+00,-1.474131242740540948e+01,-4.475979697650866740e+01
9.489783420663009395e+00,-1.473892379438068723e+01,-4.481451329653545201e+01
9.480008536002536346e+00,-1.473643644813819442e+01,-4.486923273932487888e+01
9.470240549031927912e+00,-1.473385028783889439e+01,-4.492395490549781556e+01
9.460479805034916367e+00,-1.473116521241395382e+01,-4.497867940432801959e+01
9.450726651208331219e+00,-1.472838112277244527e+01,-4.503340583459110746e+01
9.440981435007481437e+00,-1.472549791987097478e+01,-4.508813380130828818e+01
9.431244504850317512e+00,-1.472251550554190835e+01,-4.514286290856058770e+01
9.421516210817852510e+00,-1.471943378338768404e+01,-4.519759275232106432e+01
9.411796903004578496e+00,-1.471625265675575100e+01,-4.525232293717204612e+01
9.402086933393917434e+00,-1.471297203109248386e+01,-4.530705305719473586e+01
9.392386654210040930e+00,-1.470959181188550957e+01,-4.536178271267774420e+01
9.382696418619017820e+00,-1.470611190554734371e+01,-4.541651150294626405e+01
9.373016581425456906e+00,-1.470253222036433449e+01,-4.547123901920955547e+01
9.363347497430014599e+00,-1.469885266434483206e+01,-4.552596486124381414e+01
9.353689523295605213e+00,-1.469507314771881390e+01,-4.558068861832240515e+01
9.344043015906905225e+00,-1.469119358075349524e+01,-4.563540988588869141e+01
9.334408333067408137e+00,-1.468721387469176598e+01,-4.569012825840153624e+01
9.324785834191871459e+00,-1.468313394275584471e+01,-4.574484332220033878e+01
9.315175878672276255e+00,-1.467895369786894300e+01,-4.579955467214940512e+01
9.305578827733093306e+00,-1.467467305530012389e+01,-4.585426189261288954e+01
9.295995042799754415e+00,-1.467029193035354773e+01,-4.590896457408952358e+01
9.286424886191571915e+00,-1.466581023936156924e+01,-4.596366230607408454e+01
9.276868721808780194e+00,-1.466122790074310878e+01,-4.601835466994008073e+01
9.267326913508959763e+00,-1.465654483259880791e+01,-4.607304125554495045e+01
9.257799826949216992e+00,-1.465176095550111768e+01,-4.612772164225098237e+01
9.248287827965434360e+00,-1.464687619005726837e+01,-4.618239541551999849e+01
9.238791283259882192e+00,-1.464189045795673572e+01,-4.623706215979341039e+01
9.229310561082344933e+00,-1.463680368308422786e+01,-4.629172145139343542e+01
9.219846029618468108e+00,-1.463161578898865578e+01,-4.634637287508646608e+01
9.210398058817109046e+00,-1.462632670181807271e+01,-4.640101600515318125e+01
9.200967018781671669e+00,-1.462093634775636097e+01,-4.645565042194094474e+01
9.191553280452131602e+00,-1.461544465412536731e+01,-4.651027570476183115e+01
9.182157216279733802e+00,-1.460985155055228013e+01,-4.656489142481336074e+01
9.172779198628310482e+00,-1.460415696631254256e+01,-4.661949716169829117e+01
9.163419601585447438e+00,-1.459836083340939261e+01,-4.667409248454573145e+01
9.154078799367335151e+00,-1.459246308388455482e+01,-4.672867696851945141e+01
9.144757166994157416e+00,-1.458646365097482445e+01,-4.678325018773622190e+01
9.135455080957793683e+00,-1.458036247033339805e+01,-4.683781170820658701e+01
9.126172917637614290e+00,-1.457415947724738636e+01,-4.689236110430917392e+01
9.116911055093700256e+00,-1.456785460986112213e+01,-4.694689793996586502e+01
9.107669871486560709e+00,-1.456144780636158309e+01,-4.700142178510330382e+01
9.098449745745583073e+00,-1.455493900618903247e+01,-4.705593220859124415e+01
9.089251058229145031e+00,-1.454832815131232238e+01,-4.711042877120448935e+01
9.080074189156201570e+00,-1.454161518332121084e+01,-4.716491104204990137e+01
9.070919520379829848e+00,-1.453480004679327209e+01,-4.721937857979658304e+01
9.061787433823488058e+00,-1.452788268635395141e+01,-4.727383094909053085e+01
9.052678312141557271e+00,-1.452086304794135252e+01,-4.732826771351354012e+01
9.043592539370957084e+00,-1.451374108013500930e+01,-4.738268842856837892e+01
9.034530499380382551e+00,-1.450651673112364648e+01,-4.743709265805508579e+01
9.025492577622371115e+00,-1.449918995221469586e+01,-4.749147995536084466e+01
9.016479159587218462e+00,-1.449176069476994044e+01,-4.754584987982308064e+01
9.007490631455544516e+00,-1.448422891152392999e+01,-4.760020198971061944e+01
8.998527380740899417e+00,-1.447659455796645567e+01,-4.765453583523149916e+01
8.989589794757403496e+00,-1.446885758918540610e+01,-4.770885097485853521e+01
8.980678262349405472e+00,-1.446101796351944913e+01,-4.776314695667847587e+01
8.971793172364222357e+00,-1.445307563936877848e+01,-4.781742333470341322e+01
8.962934914295818345e+00,-1.444503057656704570e+01,-4.787167966187587353e+01
8.954103878917608839e+00,-1.443688273781734210e+01,-4.792591548310036842e+01
8.945300456770512554e+00,-1.442863208541075792e+01,-4.798013035151535632e+01
8.936525039868010722e+00,-1.442027858502117255e+01,-4.803432380990472694e+01
8.927778020189117925e+00,-1.441182220239175926e+01,-4.808849540695676694e+01
8.919059790313069058e+00,-1.440326290476063775e+01,-4.814264469029014037e+01
8.910370744041612667e+00,-1.439460066234973645e+01,-4.819677119951207089e+01
8.901711275118810107e+00,-1.438583544545538828e+01,-4.825087448012103408e+01
8.893081777859350723e+00,-1.437696722590586340e+01,-4.830495407654800033e+01
8.884482647764770036e+00,-1.436799597858197153e+01,-4.835900952522979424e+01
8.875914280046256266e+00,-1.435892167793774021e+01,-4.841304037079080302e+01
8.867377071287409152e+00,-1.434974430202133355e+01,-4.846704614756074392e+01
8.858871417972796536e+00,-1.434046382896390881e+01,-4.852102639574161458e+01
8.850397717105938256e+00,-1.433108023849016455e+01,-4.857498065447529001e+01
8.841956366814509138e+00,-1.432159351349157816e+01,-4.862890845494170833e+01
8.833547764896819032e+00,-1.431200363642430595e+01,-4.868280933648172493e+01
8.825172310455929647e+00,-1.430231059347043043e+01,-4.873668282818375275e+01
8.816830402452280779e+00,-1.429251437090401922e+01,-4.879052846499175189e+01
8.808522440310676771e+00,-1.428261495665437231e+01,-4.884434578079788736e+01
8.800248824513724699e+00,-1.427261234193172257e+01,-4.889813430156858232e+01
8.792009955173107016e+00,-1.426250651750225629e+01,-4.895189356140721770e+01
8.783806233633708160e+00,-1.425229747798961277e+01,-4.900562308421194047e+01
8.775638061051662220e+00,-1.424198521811818630e+01,-4.905932239972148778e+01
8.767505838989450240e+00,-1.423156973432877237e+01,-4.911299103663613153e+01
8.759409969997181022e+00,-1.422105102645673469e+01,-4.916662851577132898e+01
8.751350856210438067e+00,-1.421042909388476616e+01,-4.922023436605611835e+01
8.743328900922566760e+00,-1.419970393998377034e+01,-4.927380810626555530e+01
8.735344507189298113e+00,-1.418887556823410101e+01,-4.932734926100270201e+01
8.727398078411994220e+00,-1.417794398389352395e+01,-4.938085735384727570e+01
8.719490018905867501e+00,-1.416690919572726770e+01,-4.943433190053814741e+01
8.711620732525211963e+00,-1.415577121203883237e+01,-4.948777242490810124e+01
8.703790624202886406e+00,-1.414453004524970581e+01,-4.954117844069168797e+01
8.696000098582723936e+00,-1.413318570789916961e+01,-4.959454946744127568e+01
8.688249560590037390e+00,-1.412173821436375398e+01,-4.964788502370551981e+01
8.680539415986451957e+00,-1.411018758263928596e+01,-4.970118462024142758e+01
8.672870070024151445e+00,-1.409853383025064133e+01,-4.975444777588062806e+01
8.665241928950797146e+00,-1.408677697896930958e+01,-4.980767399941645124e+01
8.657655398671133540e+00,-1.407491705069207732e+01,-4.986086280545278271e+01
8.650110885304234998e+00,-1.406295406921255342e+01,-4.991401370761062140e+01
8.642608795724518345e+00,-1.405088806205414720e+01,-4.996712621177220370e+01
8.635149536245764423e+00,-1.403871905625923056e+01,-5.002019983187846464e+01
8.627733514090435207e+00,-1.402644708324388034e+01,-5.007323407189686293e+01
8.620361136081507780e+00,-1.401407217455629706e+01,-5.012622844160012647e+01
8.613032809186027094e+00,-1.400159436369926702e+01,-5.017918244980394604e+01
8.605748941041447608e+00,-1.398901368801456080e+01,-5.023209559764318755e+01
8.598509938671618613e+00,-1.397633018435188568e+01,-5.028496739429610329e+01
8.591316209918181457e+00,-1.396354389406045549e+01,-5.033779733903677567e+01
8.584168162164536042e+00,-1.395065485862700960e+01,-5.039058493694138008e+01
8.577066202864829236e+00,-1.393766312154994758e+01,-5.044332969215707863e+01
8.570010740055503007e+00,-1.392456873027397535e+01,-5.049603110121125127e+01
8.563002181103751553e+00,-1.391137173173954800e+01,-5.054868866866318200e+01
8.556040934100032302e+00,-1.389807217751013724e+01,-5.060130188924172501e+01
8.549127406615316005e+00,-1.388467011929127004e+01,-5.065387026347730881e+01
8.542262006214917491e+00,-1.387116561085481869e+01,-5.070639329100392700e+01
8.535445140954831089e+00,-1.385755871002440465e+01,-5.075887046390213442e+01
8.528677218163874585e+00,-1.384384947410584488e+01,-5.081130128227357545e+01
8.521958645796402720e+00,-1.383003796514993766e+01,-5.086368523646719098e+01
8.515289831223382677e+00,-1.381612424535188843e+01,-5.091602182263578413e+01
8.508671181731308764e+00,-1.380210837902685839e+01,-5.096831053607019157e+01
8.502103105002026595e+00,-1.378799043464495888e+01,-5.102055086457754385e+01
8.495586007930551631e+00,-1.377377048014346883e+01,-5.107274230397813142e+01
8.489120297935592419e+00,-1.375944858832345119e+01,-5.112488434042337104e+01
8.482706381786776717e+00,-1.374502483213165327e+01,-5.117697646587191684e+01
8.476344666087152646e+00,-1.373049928668557129e+01,-5.122901817146034631e+01
8.470035557736789400e+00,-1.371587203135822364e+01,-5.128100894091588913e+01
8.463779462786931163e+00,-1.370114314497321928e+01,-5.133294826597258265e+01
8.457576787707870025e+00,-1.368631271133450689e+01,-5.138483562878248279e+01
8.451427938252505712e+00,-1.367138081439066077e+01,-5.143667051731168272e+01
8.445333319922790238e+00,-1.365634754030991616e+01,-5.148845241874541756e+01
8.439293338416202772e+00,-1.364121297961436419e+01,-5.154018081293792619e+01
8.433308398517500137e+00,-1.362597722225760677e+01,-5.159185518774634716e+01
8.427378905322278513e+00,-1.361064036328707871e+01,-5.164347502153862735e+01
8.421505263138650221e+00,-1.359520249789176383e+01,-5.169503979850500031e+01
8.415687875936574969e+00,-1.357966372352620610e+01,-5.174654900210157393e+01
8.409927147776992129e+00,-1.356402414209397556e+01,-5.179800210853582598e+01
8.404223481742612023e+00,-1.354828385490915110e+01,-5.184939860201588147e+01
8.398577281115739979e+00,-1.353244296849019435e+01,-5.190073795735680307e+01
8.392988948318974352e+00,-1.351650158949147240e+01,-5.195201965520791987e+01
8.387458885347475857e+00,-1.350045982687674062e+01,-5.200324317553097586e+01
8.381987494180238585e+00,-1.348431779415061449e+01,-5.205440799112681560e+01
8.376575175750460289e+00,-1.346807560420479000e+01,-5.210551358279665379e+01
8.371222331076667800e+00,-1.345173337524226298e+01,-5.215655942205059858e+01
8.365929360243990587e+00,-1.343529122559381861e+01,-5.220754498624571482e+01
8.360696662818384084e+00,-1.341874927593980260e+01,-5.225846975210455270e+01
8.355524638239426594e+00,-1.340210765158986383e+01,-5.230933318927989717e+01
8.350413684832247441e+00,-1.338536647721494965e+01,-5.236013477542594785e+01
8.345364200890401207e+00,-1.336852588290066812e+01,-5.241087397901169709e+01
8.340376583698510871e+00,-1.335158599884949560e+01,-5.246155027436827822e+01
8.335451229928423800e+00,-1.333454695765099807e+01,-5.251216313524672330e+01
8.330588536013046053e+00,-1.331740889660907001e+01,-5.256271202842297896e+01
8.325788897200732563e+00,-1.330017195235979344e+01,-5.261319642867905344e+01
8.321052708588636548e+00,-1.328283626705351494e+01,-5.266361580172141998e+01
8.316380364188070473e+00,-1.326540198294355655e+01,-5.271396961913684720e+01
8.311772257302028066e+00,-1.324786924470386928e+01,-5.276425735199009637e+01
8.307228780879629682e+00,-1.323023820180359778e+01,-5.281447846447131411e+01
8.302750326614203757e+00,-1.321250900301261133e+01,-5.286463242878080138e+01
8.298337285925960316e+00,-1.319468180271050528e+01,-5.291471870815794176e+01
8.293990049071203075e+00,-1.317675675536287017e+01,-5.296473677174187600e+01
8.289709005500702332e+00,-1.315873401788615915e+01,-5.301468608821055994e+01
8.285494544194499156e+00,-1.314061375206934557e+01,-5.306456611946976665e+01
8.281347052804429509e+00,-1.312239611896698932e+01,-5.311437633544340287e+01
8.277266918585210576e+00,-1.310408128533441996e+01,-5.316411619721328208e+01
8.273254527548500548e+00,-1.308566941799265670e+01,-5.321378517178260381e+01
8.269310264801601917e+00,-1.306716068623967253e+01,-5.326338272575802080e+01
8.265434514862286974e+00,-1.304855526431858692e+01,-5.331290831908187045e+01
8.261627660847327803e+00,-1.302985332570004218e+01,-5.336236141972221247e+01
8.257890085350116038e+00,-1.301105504964239401e+01,-5.341174148692810064e+01
8.254222169641167284e+00,-1.299216061544553824e+01,-5.346104798589375662e+01
8.250624293986716040e+00,-1.297317020490921102e+01,-5.351028038148256627e+01
8.247096837943161063e+00,-1.295408400484652667e+01,-5.355943813200484271e+01
8.243640179592121697e+00,-1.293490220125644363e+01,-5.360852070380687451e+01
8.240254696364287312e+00,-1.291562498600736753e+01,-5.365752755464366430e+01
8.236940764286806882e+00,-1.289625255098195744e+01,-5.370645814824019482e+01
8.233698758281674301e+00,-1.287678509058057585e+01,-5.375531194806146829e+01
8.230529052439090165e+00,-1.285722280428035802e+01,-5.380408841113438001e+01
8.227432019300794153e+00,-1.283756589069951914e+01,-5.385278700253266493e+01
8.224408030628380217e+00,-1.281781455440284745e+01,-5.390140717886961141e+01
8.221457456698985311e+00,-1.279796899993780457e+01,-5.394994840275627013e+01
8.218580666582926852e+00,-1.277802943438418914e+01,-5.399841013661435341e+01
8.215778028395970267e+00,-1.275799606995720836e+01,-5.404679183654629071e+01
8.213049908631166574e+00,-1.273786911796423915e+01,-5.409509296671459566e+01
8.210396672871322465e+00,-1.271764879573109575e+01,-5.414331298295648764e+01
8.207818685133704051e+00,-1.269733532053108327e+01,-5.419145134713580347e+01
8.205316308126471725e+00,-1.267692891217917861e+01,-5.423950752100208916e+01
8.202889903479483991e+00,-1.265642979567932436e+01,-5.428748096010849622e+01
8.200539831126111068e+00,-1.263583819507522499e+01,-5.433537112808119929e+01
8.198266449958296676e+00,-1.261515434049591100e+01,-5.438317748036038068e+01
8.196070117221545104e+00,-1.259437846197869071e+01,-5.443089947844236320e+01
8.193951188749858616e+00,-1.257351079210781464e+01,-5.447853658378614483e+01
8.191910019174470037e+00,-1.255255156870526889e+01,-5.452608825177949115e+01
8.189946961356943333e+00,-1.253150102857594028e+01,-5.457355394589864517e+01
8.188062366985475293e+00,-1.251035941467154622e+01,-5.462093312157669800e+01
8.186256586021183779e+00,-1.248912696980873527e+01,-5.466822524033398167e+01
8.184529966911531673e+00,-1.246780393935105380e+01,-5.471542976373437739e+01
8.182882856776295455e+00,-1.244639057394298653e+01,-5.476254614739901427e+01
8.181315600893016793e+00,-1.242488712315178390e+01,-5.480957385505309531e+01
8.179828543233666593e+00,-1.240329384274734359e+01,-5.485651234252470942e+01
8.178422025963461905e+00,-1.238161098831707463e+01,-5.490336107176189984e+01
8.177096389631589801e+00,-1.235983881799096729e+01,-5.495011950483718266e+01
8.175851973335223732e+00,-1.233797759521825377e+01,-5.499678709801234788e+01
8.174689114257164491e+00,-1.231602758230607186e+01,-5.504336331566967999e+01
8.173608148142790242e+00,-1.229398904781438517e+01,-5.508984761444511236e+01
8.172609408851542412e+00,-1.227186226006893754e+01,-5.513623945712749475e+01
8.171693228525487740e+00,-1.224964748992842978e+01,-5.518253830671457649e+01
8.170859937730154954e+00,-1.222734501360299930e+01,-5.522874362052910868e+01
8.170109865046244479e+00,-1.220495510609239531e+01,-5.527485486403087833e+01
8.169443337485109424e+00,-1.218247804869387352e+01,-5.532087149508588197e+01
8.168860680094343962e+00,-1.215991412241426595e+01,-5.536679297774777808e+01
8.168362216103679074e+00,-1.213726361077937277e+01,-5.541261877636444666e+01
8.167948267042453026e+00,-1.211452680269352911e+01,-5.545834834974581184e+01
8.167619152385995562e+00,-1.209170398577775885e+01,-5.550398116485728650e+01
8.167375189909066080e+00,-1.206879545398904341e+01,-5.554951668122671293e+01
8.167216695346406041e+00,-1.204580150093354440e+01,-5.559495436460532858e+01
8.167143982515330691e+00,-1.202272242271698133e+01,-5.564029368112564100e+01
8.167157363409852877e+00,-1.199955852084442043e+01,-5.568553409152411149e+01
8.167257147902667214e+00,-1.197631009546116587e+01,-5.573067506470945176e+01
8.167443644035525807e+00,-1.195297745308133663e+01,-5.577571606231222034e+01
8.167717157735484790e+00,-1.192956089980335221e+01,-5.582065655222189093e+01
8.168077992914318131e+00,-1.190606074420119675e+01,-5.586549600279782624e+01
8.168526451538646427e+00,-1.188247730026388638e+01,-5.591023387714617598e+01
8.169062833388467837e+00,-1.185881088053937660e+01,-5.595486964656348050e+01
8.169687436283647131e+00,-1.183506180397119678e+01,-5.599940277523099041e+01
8.170400555856790703e+00,-1.181123038901801081e+01,-5.604383273362468998e+01
8.171202485628903389e+00,-1.178731695658440337e+01,-5.608815899278140904e+01
8.172093517055820655e+00,-1.176332183299945733e+01,-5.613238101863067442e+01
8.173073939343428407e+00,-1.173924534306636325e+01,-5.617649828531015288e+01
8.174144039609933188e+00,-1.171508781800484300e+01,-5.622051026000628582e+01
8.175304102716028254e+00,-1.169084958847605193e+01,-5.626441641623723910e+01
8.176554411316516280e+00,-1.166653098755307028e+01,-5.630821622817251892e+01
8.177895245882622177e+00,-1.164213235373773436e+01,-5.635190916502208580e+01
8.179326884575081280e+00,-1.161765402391610280e+01,-5.639549470422249300e+01
8.180849603341121323e+00,-1.159309634140581302e+01,-5.643897231642596779e+01
8.182463675802829073e+00,-1.156845964888792722e+01,-5.648234147865331067e+01
8.184169373284294835e+00,-1.154374429141567759e+01,-5.652560166866982172e+01
8.185966964809995972e+00,-1.151895061946890131e+01,-5.656875235943113722e+01
8.187856717035986165e+00,-1.149407898181877208e+01,-5.661179303213665293e+01
8.189838894281276538e+00,-1.146912973367683897e+01,-5.665472316137086750e+01
8.191913758474589358e+00,-1.144410322953593528e+01,-5.669754222812274946e+01
8.194081569157621203e+00,-1.141899982621674781e+01,-5.674024971421926722e+01
8.196342583458427811e+00,-1.139381988595928341e+01,-5.678284509682874415e+01
8.198697056077168810e+00,-1.136856377023338993e+01,-5.682532785954616372e+01
8.201145239274879373e+00,-1.134323184280747299e+01,-5.686769748686118220e+01
8.203687382831830632e+00,-1.131782447286141746e+01,-5.690995345869739452e+01
8.206323734073990295e+00,-1.129234202770883755e+01,-5.695209526324871518e+01
8.209054537797728202e+00,-1.126678488110517051e+01,-5.699412238236990191e+01
8.211880036311727693e+00,-1.124115340594696733e+01,-5.703603430437746624e+01
8.214800469400890037e+00,-1.121544797737708343e+01,-5.707783051857668966e+01
8.217816074260092307e+00,-1.118966897593304743e+01,-5.711951050986154854e+01
8.220927085580509441e+00,-1.116381678018285939e+01,-5.716107377141101864e+01
8.224133735407045620e+00,-1.113789177512963846e+01,-5.720251979023907296e+01
8.227436253240529851e+00,-1.111189434482459149e+01,-5.724384805985722835e+01
8.230834865976929038e+00,-1.108582487550752838e+01,-5.728505807486098433e+01
8.234329797815840735e+00,-1.105968375879060339e+01,-5.732614932558971077e+01
8.237921270407674967e+00,-1.103347138420877371e+01,-5.736712131068289722e+01
8.241609502643283847e+00,-1.100718814771920506e+01,-5.740797352279161458e+01
8.245394710816571049e+00,-1.098083444423037847e+01,-5.744870546109822840e+01
8.249277108539068593e+00,-1.095441067077749686e+01,-5.748931662596409353e+01
8.253256906623224864e+00,-1.092791722973976221e+01,-5.752980651365108855e+01
8.257334313290492389e+00,-1.090135452130889426e+01,-5.757017462873378832e+01
8.261509533892867907e+00,-1.087472295208027795e+01,-5.761042046997548027e+01
8.265782771136837681e+00,-1.084802292749931141e+01,-5.765054354270509407e+01
8.270154224972666057e+00,-1.082125485507139118e+01,-5.769054335352554119e+01
8.274624092452532054e+00,-1.079441914761242494e+01,-5.773041940509717307e+01
8.279192568000283359e+00,-1.076751621563582795e+01,-5.777017120840627484e+01
8.283859843064032447e+00,-1.074054647603412604e+01,-5.780979826880628281e+01
8.288626106402015026e+00,-1.071351034444571049e+01,-5.784930009824819308e+01
8.293491543946466038e+00,-1.068640823849765198e+01,-5.788867621005158526e+01
8.298456338636649221e+00,-1.065924058108839390e+01,-5.792792611375173806e+01
8.303520670750092592e+00,-1.063200779269648066e+01,-5.796704932721977599e+01
8.308684717486761073e+00,-1.060471030014996074e+01,-5.800604536287276858e+01
8.313948653316506565e+00,-1.057734852891387689e+01,-5.804491373975724855e+01
8.319312649817872440e+00,-1.054992290636637442e+01,-5.808365397838271349e+01
8.324776875485731864e+00,-1.052243386511247891e+01,-5.812226559563254114e+01
8.330341496124749057e+00,-1.049488183521613571e+01,-5.816074811673573208e+01
8.336006674364206503e+00,-1.046726725305467021e+01,-5.819910106164719110e+01
8.341772570067822912e+00,-1.043959055353155030e+01,-5.823732395698029052e+01
8.347639340147251730e+00,-1.041185217338301428e+01,-5.827541633090526574e+01
8.353607138344077754e+00,-1.038405255452295606e+01,-5.831337770812466204e+01
8.359676115685910958e+00,-1.035619213620029377e+01,-5.835120762169317743e+01
8.365846419931605382e+00,-1.032827136393670919e+01,-5.838890559957141591e+01
8.372118196044096905e+00,-1.030029068166474282e+01,-5.842647117640690624e+01
8.378491585977915435e+00,-1.027225053506558616e+01,-5.846390388849692954e+01
8.384966728436205941e+00,-1.024415137494325556e+01,-5.850120326882993993e+01
8.391543759389234580e+00,-1.021599364930990994e+01,-5.853836885875145413e+01
8.398222811450203551e+00,-1.018777781240387448e+01,-5.857540019469406190e+01
8.405004014410589974e+00,-1.015950431675675603e+01,-5.861229681980285022e+01
8.411887495002497772e+00,-1.013117361656082061e+01,-5.864905827896397028e+01
8.418873376629811389e+00,-1.010278617107152677e+01,-5.868568411391385808e+01
8.425961779949826536e+00,-1.007434243662377149e+01,-5.872217387474733385e+01
8.433152822179303953e+00,-1.004584287572722445e+01,-5.875852710682700319e+01
8.440446617692765940e+00,-1.001728794906372322e+01,-5.879474336225218423e+01
8.447843277759394809e+00,-9.988678118883838053e+00,-5.883082219495423004e+01
8.455342910248779376e+00,-9.960013852437391790e+00,-5.886676315587218511e+01
8.462945620275336367e+00,-9.931295613921161447e+00,-5.890256580430459366e+01
8.470651509434979687e+00,-9.902523873650313391e+00,-5.893822969499790787e+01
8.478460676465841672e+00,-9.873699099989140748e+00,-5.897375438945698534e+01
8.486373216960229726e+00,-9.844821762775325169e+00,-5.900913945110724512e+01
8.494389223044523263e+00,-9.815892336777002569e+00,-5.904438444053941026e+01
8.502508784086810323e+00,-9.786911293575908388e+00,-5.907948892670068375e+01
8.510731985863660753e+00,-9.757879110811069623e+00,-5.911445247416533988e+01
8.519058911284288271e+00,-9.728796264044653697e+00,-5.914927465428612408e+01
8.527489640076666433e+00,-9.699663230213305454e+00,-5.918395504042394606e+01
8.536024248442403817e+00,-9.670480491111133503e+00,-5.921849320326112576e+01
8.544662809827057615e+00,-9.641248525209640263e+00,-5.925288872183161004e+01
8.553405394017572050e+00,-9.611967816971665357e+00,-5.928714117097602809e+01
8.562252067929138732e+00,-9.582638848655516739e+00,-5.932125013232947452e+01
8.571202895266043953e+00,-9.553262103792373949e+00,-5.935521518962049470e+01
8.580257936151044262e+00,-9.523838070693566138e+00,-5.938903592405488041e+01
8.589417247958852641e+00,-9.494367234210759676e+00,-5.942271192518082756e+01
8.598680884343849584e+00,-9.464850085117106460e+00,-5.945624277853115558e+01
8.608048896090057411e+00,-9.435287111851105024e+00,-5.948962807644734596e+01
8.617521330746759745e+00,-9.405678804019032668e+00,-5.952286741344838106e+01
8.627098232232388142e+00,-9.376025655926534697e+00,-5.955596038168376793e+01
8.636779641731058277e+00,-9.346328158280062581e+00,-5.958890658163531384e+01
8.646565596650864549e+00,-9.316586807633242984e+00,-5.962170560994562862e+01
8.656456131536589993e+00,-9.286802098073858147e+00,-5.965435707007716815e+01
8.666451277679957599e+00,-9.256974524750134492e+00,-5.968686056775071336e+01
8.676551062698658612e+00,-9.227104587424772575e+00,-5.971921570647033661e+01
8.686755511495066528e+00,-9.197192782121968335e+00,-5.975142209805667193e+01
8.697064645145797357e+00,-9.167239610634817737e+00,-5.978347935066698682e+01
8.707478481877062748e+00,-9.137245572157450368e+00,-5.981538707928621790e+01
8.717997036649871134e+00,-9.107211166834394689e+00,-5.984714490123695896e+01
8.728620320713671887e+00,-9.077136899336698761e+00,-5.987875243177523998e+01
8.739348342627801358e+00,-9.047023270455348154e+00,-5.991020929445628695e+01
8.750181107082397602e+00,-9.016870786668278015e+00,-5.994151510934577232e+01
8.761118615935712839e+00,-8.986679951720683235e+00,-5.997266950334146429e+01
8.772160867774029924e+00,-8.956451270196373216e+00,-6.000367210575463162e+01
8.783307857441400301e+00,-8.926185251114070240e+00,-6.003452254397888765e+01
8.794559577121983551e+00,-8.895882399471592095e+00,-6.006522045368464546e+01
8.805916015093453453e+00,-8.865543225868359301e+00,-6.009576546722463064e+01
8.817377156825912721e+00,-8.835168238036050781e+00,-6.012615722378501459e+01
8.828942984517421877e+00,-8.804757944430511074e+00,-6.015639536503942963e+01
8.840613476598457865e+00,-8.774312857848716618e+00,-6.018647953088984082e+01
8.852388608876591292e+00,-8.743833486924136977e+00,-6.021640936949003731e+01
8.864268353221456564e+00,-8.713320345803323264e+00,-6.024618452584623185e+01
8.876252678725622403e+00,-8.682773945629556067e+00,-6.027580465179568847e+01
8.888341551214868019e+00,-8.652194798155305122e+00,-6.030526940173284345e+01
8.900534932728756843e+00,-8.621583419376888102e+00,-6.033457842842493335e+01
8.912832782725903513e+00,-8.590940320985659184e+00,-6.036373139286103395e+01
8.925235056702241820e+00,-8.560266020094832840e+00,-6.039272795305036112e+01
8.937741707412500958e+00,-8.529561030678252109e+00,-6.042156777382711397e+01
8.950352684356596811e+00,-8.498825867201693640e+00,-6.045025052265009435e+01
8.963067933235427276e+00,-8.468061048275627556e+00,-6.047877586549267193e+01
8.975887397217217512e+00,-8.437267088063375553e+00,-6.050714347651668135e+01
8.988811015488929357e+00,-8.406444506055766652e+00,-6.053535302706966093e+01
9.001838724538036018e+00,-8.375593818468599849e+00,-6.056340419531387909e+01
9.014970457614859711e+00,-8.344715541891973842e+00,-6.059129666209979348e+01
9.028206144164292013e+00,-8.313810196958982601e+00,-6.061903010693141169e+01
9.041545711152005893e+00,-8.282878299714750980e+00,-6.064660421746321362e+01
9.054989081550150587e+00,-8.251920371435556234e+00,-6.067401867869776311e+01
9.068536175679062339e+00,-8.220936929986788044e+00,-6.070127318243851278e+01
9.082186910645575040e+00,-8.189928493489041728e+00,-6.072836742323821113e+01
9.095941199750905426e+00,-8.158895584002671342e+00,-6.075530109443825211e+01
9.109798953876564909e+00,-8.127838718859129230e+00,-6.078207389748966705e+01
9.123760079904602804e+00,-8.096758420522068178e+00,-6.080868553135107391e+01
9.137824482118571012e+00,-8.065655207909518509e+00,-6.083513570176366869e+01
9.151992061617592711e+00,-8.034529600075629219e+00,-6.086142411727476542e+01
