Bx,By,Bz
2.320799615394377113e+01,-5.470197553208316243e+00,-1.676116064436440567e+01
2.317487500480561735e+01,-5.466553600217769926e+00,-1.680553780229694283e+01
2.314172508380230653e+01,-5.462912850457606773e+00,-1.684977991155703592e+01
2.310854676755825565e+01,-5.459275258614837867e+00,-1.689388697733547318e+01
2.307534043294392845e+01,-5.455640775352556204e+00,-1.693785901035731456e+01
2.304210645519289002e+01,-5.452009353463295405e+00,-1.698169601884443125e+01
2.300884520953390222e+01,-5.448380942500481439e+00,-1.702539801551447951e+01
2.297555707047984441e+01,-5.444755491091734179e+00,-1.706896501455495141e+01
2.294224241113102991e+01,-5.441132949232452276e+00,-1.711239702860877898e+01
2.290890160478718940e+01,-5.437513262945539161e+00,-1.715569407575786443e+01
2.287553502309677711e+01,-5.433896380392729597e+00,-1.719885617150877977e+01
2.284214303766188792e+01,-5.430282246544019920e+00,-1.724188333577160748e+01
2.280872601934026278e+01,-5.426670805475329651e+00,-1.728477558984238627e+01
2.277528433756091886e+01,-5.423062002646735991e+00,-1.732753295339755439e+01
2.274181836190835426e+01,-5.419455779600082401e+00,-1.737015545145803941e+01
2.270832846030507213e+01,-5.415852080028185966e+00,-1.741264310639745716e+01
2.267481500058902810e+01,-5.412250844482205281e+00,-1.745499594490073747e+01
2.264127834982776477e+01,-5.408652012653593744e+00,-1.749721399495630081e+01
2.260771887364793997e+01,-5.405055525637311398e+00,-1.753929728285767098e+01
2.257413693779154329e+01,-5.401461320667022115e+00,-1.758124584014785086e+01
2.254053290633195417e+01,-5.397869337142343404e+00,-1.762305969565013086e+01
2.250690714322309915e+01,-5.394279511373912150e+00,-1.766473888240773604e+01
2.247326001162720033e+01,-5.390691778850098537e+00,-1.770628343468323251e+01
2.243959187325690863e+01,-5.387106076484740491e+00,-1.774769338496965432e+01
2.240590308990284996e+01,-5.383522337389742063e+00,-1.778896877091585083e+01
2.237219402168395632e+01,-5.379940496860972310e+00,-1.783010962737923322e+01
2.233846502856817295e+01,-5.376360487160449786e+00,-1.787111599334592427e+01
2.230471646971284017e+01,-5.372782239767723844e+00,-1.791198790893989212e+01
2.227094870282098427e+01,-5.369205687612678801e+00,-1.795272541244058573e+01
2.223716208563997299e+01,-5.365630759885290146e+00,-1.799332854718994312e+01
2.220335697424668808e+01,-5.362057387980008194e+00,-1.803379735366684500e+01
2.216953372453843940e+01,-5.358485500315189221e+00,-1.807413187638887564e+01
2.213569269158787378e+01,-5.354915024569251614e+00,-1.811433216092888188e+01
2.210183422901214101e+01,-5.351345889898471597e+00,-1.815439825094157200e+01
2.206795869044169933e+01,-5.347778021783419433e+00,-1.819433019505263260e+01
2.203406642784100811e+01,-5.344211347932478873e+00,-1.823412803895389089e+01
2.200015779297011420e+01,-5.340645793138000030e+00,-1.827379183228707760e+01
2.196623313675243594e+01,-5.337081281497221497e+00,-1.831332162566932098e+01
2.193229280865836728e+01,-5.333517738615505266e+00,-1.835271746772630408e+01
2.189833715814454607e+01,-5.329955086488849858e+00,-1.839197941196418995e+01
2.186436653301025146e+01,-5.326393249367302296e+00,-1.843110750888501670e+01
2.183038128082826290e+01,-5.322832148647012040e+00,-1.847010181285357788e+01
2.179638174832745889e+01,-5.319271705076517698e+00,-1.850896237912970932e+01
2.176236828079000674e+01,-5.315711840945099631e+00,-1.854768926091065495e+01
2.172834122345929941e+01,-5.312152475001269636e+00,-1.858628251618529603e+01
2.169430091993347176e+01,-5.308593528276301932e+00,-1.862474219986993518e+01
2.166024771356558887e+01,-5.305034919011695216e+00,-1.866306837065827651e+01
2.162618194685945738e+01,-5.301476564851135720e+00,-1.870126108806158172e+01
2.159210396088225181e+01,-5.297918385014274811e+00,-1.873932040945822664e+01
2.155801409664106671e+01,-5.294360295250444715e+00,-1.877724639693109765e+01
2.152391269351380743e+01,-5.290802213622921357e+00,-1.881503910942322477e+01
2.148980009061744667e+01,-5.287244055471720827e+00,-1.885269860957113863e+01
2.145567662621909832e+01,-5.283685735590896826e+00,-1.889022496075233093e+01
2.142154263716240692e+01,-5.280127170387956426e+00,-1.892761822414314565e+01
2.138739846021212898e+01,-5.276568272872640186e+00,-1.896487846553976553e+01
2.135324443052320476e+01,-5.273008958402014557e+00,-1.900200574753340632e+01
2.131908088297675619e+01,-5.269449139678294536e+00,-1.903900013632722121e+01
2.128490815160539640e+01,-5.265888728911475525e+00,-1.907586169879191118e+01
2.125072656903524759e+01,-5.262327639965078241e+00,-1.911259049953030242e+01
2.121653646779806479e+01,-5.258765783378704484e+00,-1.914918660768259073e+01
2.118233817883875858e+01,-5.255203072075639525e+00,-1.918565008912001346e+01
2.114813203281855536e+01,-5.251639416394040083e+00,-1.922198101324696040e+01
2.111391835955572205e+01,-5.248074726235879339e+00,-1.925817945006268417e+01
2.107969748748232419e+01,-5.244508913198741240e+00,-1.929424546723489442e+01
2.104546974492233247e+01,-5.240941885632039998e+00,-1.933017913688814815e+01
2.101123545863942255e+01,-5.237373554306938850e+00,-1.936598052781814161e+01
2.097699495510629575e+01,-5.233803827481104065e+00,-1.940164971227621749e+01
2.094274855996009421e+01,-5.230232613033718891e+00,-1.943718676304035142e+01
2.090849659747558675e+01,-5.226659820583811289e+00,-1.947259175049515179e+01
2.087423939180883892e+01,-5.223085356579399985e+00,-1.950786474940398563e+01
2.083997726558576602e+01,-5.219509129930517410e+00,-1.954300583114334700e+01
2.080571054113658036e+01,-5.215931047106895591e+00,-1.957801507047103939e+01
2.077143953996748138e+01,-5.212351014259355431e+00,-1.961289254260407944e+01
2.073716458224889436e+01,-5.208768939324531999e+00,-1.964763832030808999e+01
2.070288598802410718e+01,-5.205184727146681567e+00,-1.968225248065221678e+01
2.066860407583909520e+01,-5.201598285074347849e+00,-1.971673509726392837e+01
2.063431916394215193e+01,-5.198009518090052516e+00,-1.975108624708063587e+01
2.060003156977058936e+01,-5.194418330918621152e+00,-1.978530600743580337e+01
2.056574160945584495e+01,-5.190824630118646255e+00,-1.981939445315572002e+01
2.053144959883174536e+01,-5.187228319928287590e+00,-1.985335166233440773e+01
2.049715585293068898e+01,-5.183629304364933965e+00,-1.988717771342570373e+01
2.046286068549828840e+01,-5.180027489309645183e+00,-1.992087268234452324e+01
2.042856441014560076e+01,-5.176422777679020371e+00,-1.995443664919425331e+01
2.039426733904554467e+01,-5.172815074965458670e+00,-1.998786969055555218e+01
2.035996978407487745e+01,-5.169204284417198814e+00,-2.002117188621039645e+01
2.032567205632654961e+01,-5.165590309125160928e+00,-2.005434331624206479e+01
2.029137446564121916e+01,-5.161973054094499247e+00,-2.008738405814464301e+01
2.025707732172193687e+01,-5.158352421447010450e+00,-2.012029419353408244e+01
2.022278093287450673e+01,-5.154728315927455284e+00,-2.015307380045688390e+01
2.018848560711276718e+01,-5.151100640113594586e+00,-2.018572296009740441e+01
2.015419165168713889e+01,-5.147469296490559287e+00,-2.021824175388577061e+01
2.011989937263270534e+01,-5.143834189509908228e+00,-2.025063026061633309e+01
2.008560907584726252e+01,-5.140195220821869526e+00,-2.028288856314066990e+01
2.005132106587471341e+01,-5.136552294748192971e+00,-2.031501674069849628e+01
2.001703564697254478e+01,-5.132905313521694879e+00,-2.034701487560717936e+01
1.998275312265721482e+01,-5.129254179348164300e+00,-2.037888305037883896e+01
1.994847379526959585e+01,-5.125598796453497030e+00,-2.041062134484664981e+01
1.991419796701396550e+01,-5.121939066344793900e+00,-2.044222984284071387e+01
1.987992593878700731e+01,-5.118274893250540636e+00,-2.047370862454082996e+01
1.984565801120701067e+01,-5.114606179389220131e+00,-2.050505777314734956e+01
1.981139448417600946e+01,-5.110932827018856983e+00,-2.053627737200728376e+01
1.977713565646228844e+01,-5.107254740472458643e+00,-2.056736750174978567e+01
1.974288182670149894e+01,-5.103571821447299151e+00,-2.059832824694329645e+01
1.970863329226991212e+01,-5.099883974413376819e+00,-2.062915968847133996e+01
1.967439035027455319e+01,-5.096191101909833598e+00,-2.065986191018524565e+01
1.964015329713272351e+01,-5.092493106582828055e+00,-2.069043499603906611e+01
1.960592242817227415e+01,-5.088789893209432869e+00,-2.072087902723422914e+01
1.957169803859249058e+01,-5.085081364014127914e+00,-2.075119408885831618e+01
1.953748042238384386e+01,-5.081367424046711712e+00,-2.078138026228354107e+01
1.950326987327914452e+01,-5.077647976505827110e+00,-2.081143763180021722e+01
1.946906668434993293e+01,-5.073922924764947773e+00,-2.084136628176134920e+01
1.943487114762444179e+01,-5.070192174385562467e+00,-2.087116629373688070e+01
1.940068355500902086e+01,-5.066455628460126093e+00,-2.090083775313197378e+01
1.936650419725389227e+01,-5.062713192959723330e+00,-2.093038074161101392e+01
1.933233336486361154e+01,-5.058964772083959893e+00,-2.095979534371134534e+01
1.929817134771145604e+01,-5.055210270276175422e+00,-2.098908164399648868e+01
1.926401843467557384e+01,-5.051449594224877160e+00,-2.101823972422155151e+01
1.922987491451869246e+01,-5.047682648233381641e+00,-2.104726966993045778e+01
1.919574107490230830e+01,-5.043909339537651526e+00,-2.107617156290556792e+01
1.916161720325601081e+01,-5.040129573682316177e+00,-2.110494548775957213e+01
1.912750358640996140e+01,-5.036343256524118850e+00,-2.113359152910013705e+01
1.909340051024862461e+01,-5.032550296223973874e+00,-2.116210976870435445e+01
1.905930826055011451e+01,-5.028750598640434610e+00,-2.119050029209551766e+01
1.902522712204746469e+01,-5.024944072619855540e+00,-2.121876318101888970e+01
1.899115737925612990e+01,-5.021130625396722280e+00,-2.124689852001259638e+01
1.895709931612475430e+01,-5.017310164587224008e+00,-2.127490639358163804e+01
1.892305321570767518e+01,-5.013482600169719916e+00,-2.130278688338475135e+01
1.888901936096129219e+01,-5.009647839903784039e+00,-2.133054007478766323e+01
1.885499803385480533e+01,-5.005805794591890567e+00,-2.135816604936685792e+01
1.882098951615576965e+01,-5.001956373504231834e+00,-2.138566489145738458e+01
1.878699408909875501e+01,-4.998099486361869737e+00,-2.141303668533762306e+01
1.875301203307669695e+01,-4.994235045307000576e+00,-2.144028151242835634e+01
1.871904362839484293e+01,-4.990362960345642307e+00,-2.146739945782134384e+01
1.868508915443033302e+01,-4.986483144582379623e+00,-2.149439060281316571e+01
1.865114889037442580e+01,-4.982595509668936273e+00,-2.152125503142833907e+01
1.861722311492020410e+01,-4.978699967776251789e+00,-2.154799282761703338e+01
1.858331210597265937e+01,-4.974796433555981778e+00,-2.157460407246421497e+01
1.854941614135877259e+01,-4.970884819605386085e+00,-2.160108885069515239e+01
1.851553549803780996e+01,-4.966965041676248305e+00,-2.162744724323835754e+01
1.848167045280007414e+01,-4.963037014145743164e+00,-2.165367933372451148e+01
1.844782128197337556e+01,-4.959100651979221119e+00,-2.167978520569487344e+01
1.841398826115177201e+01,-4.955155872681800133e+00,-2.170576493982392563e+01
1.838017166586269369e+01,-4.951202591785321516e+00,-2.173161862039843939e+01
1.834637177082671045e+01,-4.947240728032385348e+00,-2.175734632791205314e+01
1.831258885061219033e+01,-4.943270198868299659e+00,-2.178294814553914449e+01
1.827882317936091283e+01,-4.939290922394993011e+00,-2.180842415635459730e+01
1.824507503053612822e+01,-4.935302819313019285e+00,-2.183377444056978334e+01
1.821134467754459152e+01,-4.931305808429841342e+00,-2.185899908198489427e+01
1.817763239304809986e+01,-4.927299811819262132e+00,-2.188409816061642843e+01
1.814393844957371726e+01,-4.923284750335092497e+00,-2.190907175914261984e+01
1.811026311925837717e+01,-4.919260545554947406e+00,-2.193391996013722789e+01
1.807660667361615481e+01,-4.915227121713795277e+00,-2.195864284331873151e+01
1.804296938411591356e+01,-4.911184401232814523e+00,-2.198324049197371721e+01
1.800935152154369234e+01,-4.907132309855000152e+00,-2.200771298561976508e+01
1.797575335656767592e+01,-4.903070772178800496e+00,-2.203206040642223584e+01
1.794217515950226272e+01,-4.898999713593796379e+00,-2.205628283644079701e+01
1.790861720009495528e+01,-4.894919062204517779e+00,-2.208038035489382622e+01
1.787507974805804523e+01,-4.890828744379728477e+00,-2.210435304455165451e+01
1.784156307248345641e+01,-4.886728689864886732e+00,-2.212820098443522454e+01
1.780806744236269878e+01,-4.882618827335885037e+00,-2.215192425620260863e+01
1.777459312636998945e+01,-4.878499086324763034e+00,-2.217552294141053437e+01
1.774114039266839882e+01,-4.874369399137295389e+00,-2.219899711879140014e+01
1.770770950939686372e+01,-4.870229696418690857e+00,-2.222234687061804337e+01
1.767430074413618257e+01,-4.866079912246090267e+00,-2.224557227543832738e+01
1.764091436438318894e+01,-4.861919979700060068e+00,-2.226867341443068682e+01
1.760755063735323134e+01,-4.857749832781819599e+00,-2.229165036868119998e+01
1.757420982980662316e+01,-4.853569408322800705e+00,-2.231450321647525215e+01
1.754089220848850417e+01,-4.849378641569515480e+00,-2.233723203962895099e+01
1.750759803964832884e+01,-4.845177471252958945e+00,-2.235983691626509184e+01
1.747432758946789733e+01,-4.840965835180339738e+00,-2.238231792713284207e+01
1.744108112388352083e+01,-4.836743672142034711e+00,-2.240467515290287182e+01
1.740785890843164907e+01,-4.832510923815430459e+00,-2.242690867147219791e+01
1.737466120864354480e+01,-4.828267530364595217e+00,-2.244901856426524844e+01
1.734148828961611244e+01,-4.824013435493183621e+00,-2.247100490904512071e+01
1.730834041639420207e+01,-4.819748582046807783e+00,-2.249286778620884064e+01
1.727521785381023989e+01,-4.815472913940467059e+00,-2.251460727605749668e+01
1.724212086635742125e+01,-4.811186377955368521e+00,-2.253622345625973367e+01
1.720904971852344545e+01,-4.806888919535775351e+00,-2.255771640785983578e+01
1.717600467442808565e+01,-4.802580487649287910e+00,-2.257908620837876867e+01
1.714298599815249702e+01,-4.798261030492055212e+00,-2.260033293794943887e+01
1.710999395360159170e+01,-4.793930497368815935e+00,-2.262145667666079163e+01
1.707702880438925419e+01,-4.789588840575862427e+00,-2.264245750190492501e+01
1.704409081413989213e+01,-4.785236011040737480e+00,-2.266333549459530872e+01
1.701118024616505053e+01,-4.780871963327342655e+00,-2.268409073207846305e+01
1.697829736375211951e+01,-4.776496651282527317e+00,-2.270472329433847491e+01
1.694544243004538586e+01,-4.772110029917677743e+00,-2.272523326134512445e+01
1.691261570795127867e+01,-4.767712057288845173e+00,-2.274562071041319911e+01
1.687981746039230657e+01,-4.763302690149649798e+00,-2.276588572238489050e+01
1.684704795003741395e+01,-4.758881888940536875e+00,-2.278602837458446473e+01
1.681430743954418361e+01,-4.754449613446658951e+00,-2.280604874698886775e+01
1.678159619145935011e+01,-4.750005824677708155e+00,-2.282594691958622235e+01
1.674891446814342189e+01,-4.745550486735422346e+00,-2.284572296976186578e+01
1.671626253197869261e+01,-4.741083562486400282e+00,-2.286537697843327166e+01
1.668364064515166945e+01,-4.736605018529958855e+00,-2.288490902305790442e+01
1.665104906984830180e+01,-4.732114820873139394e+00,-2.290431918375992737e+01
1.661848806817432944e+01,-4.727612936801531163e+00,-2.292360754070994133e+01
1.658595790209979981e+01,-4.723099336741982235e+00,-2.294277417152772003e+01
1.655345883361944459e+01,-4.718573989948621872e+00,-2.296181915737670920e+01
1.652099112458885344e+01,-4.714036869453534173e+00,-2.298074257602184289e+01
1.648855503687292412e+01,-4.709487947756636039e+00,-2.299954450791247851e+01
1.645615083228578968e+01,-4.704927198689724754e+00,-2.301822503358134142e+01
1.642377877255460561e+01,-4.700354599271457268e+00,-2.303678423106962470e+01
1.639143911943388687e+01,-4.695770125408977869e+00,-2.305522218197414830e+01
1.635913213459379634e+01,-4.691173756830179009e+00,-2.307353896456047337e+01
1.632685807972130831e+01,-4.686565472789101072e+00,-2.309173465979876028e+01
1.629461721648027606e+01,-4.681945253921800720e+00,-2.310980934878485371e+01
1.626240980649462387e+01,-4.677313084095179541e+00,-2.312776311018580344e+01
1.623023611141545430e+01,-4.672668946123438083e+00,-2.314559602623954504e+01
1.619809639286254210e+01,-4.668012826681875893e+00,-2.316330817592510272e+01
1.616599091247906728e+01,-4.663344712027519989e+00,-2.318089964094909305e+01
1.613391993191095963e+01,-4.658664589847991699e+00,-2.319837050318864158e+01
1.610188371280924713e+01,-4.653972451103231656e+00,-2.321572084215971898e+01
1.606988251685140057e+01,-4.649268285756446240e+00,-2.323295074096680679e+01
1.603791660573426725e+01,-4.644552087670767548e+00,-2.325006027953145704e+01
1.600598624118226354e+01,-4.639823850343331557e+00,-2.326704954052981478e+01
1.597409168494619713e+01,-4.635083568748210148e+00,-2.328391860685651338e+01
1.594223319882505585e+01,-4.630331241170816625e+00,-2.330066755911708398e+01
1.591041104464032863e+01,-4.625566864953097657e+00,-2.331729648152586520e+01
1.587862548428165255e+01,-4.620790441372879975e+00,-2.333380545519522187e+01
1.584687677966902264e+01,-4.616001971392498682e+00,-2.335019456402036298e+01
1.581516519277053590e+01,-4.611201457494357392e+00,-2.336646389216691233e+01
1.578349098564316222e+01,-4.606388905508996601e+00,-2.338261352158721706e+01
1.575185442036161731e+01,-4.601564320373982220e+00,-2.339864353786438400e+01
1.572025575911489170e+01,-4.596727710996481697e+00,-2.341455402356479709e+01
1.568869526412245818e+01,-4.591879086015557832e+00,-2.343034506406861439e+01
1.565717319767111171e+01,-4.587018455630714975e+00,-2.344601674508171030e+01
1.562568982217486813e+01,-4.582145833423700410e+00,-2.346156915017650491e+01
1.559424540005742443e+01,-4.577261232131323077e+00,-2.347700236658000250e+01
1.556284019390066575e+01,-4.572364668490331852e+00,-2.349231647859256356e+01
1.553147446631528794e+01,-4.567456159014100514e+00,-2.350751157336096142e+01
1.550014847999654855e+01,-4.562535721814783507e+00,-2.352258773841510120e+01
1.546886249780231992e+01,-4.557603378417467432e+00,-2.353754505923554063e+01
1.543761678259144965e+01,-4.552659149547443995e+00,-2.355238362498281646e+01
1.540641159742148147e+01,-4.547703059958066341e+00,-2.356710352198414071e+01
1.537524720537462564e+01,-4.542735134220749593e+00,-2.358170483944837414e+01
1.534412386963188979e+01,-4.537755398540838314e+00,-2.359618766702799064e+01
1.531304185356988867e+01,-4.532763882564780467e+00,-2.361055209241353836e+01
1.528200142055377597e+01,-4.527760615181245285e+00,-2.362479820700274047e+01
1.525100283418557900e+01,-4.522745629331708983e+00,-2.363892609945762047e+01
1.522004635808581341e+01,-4.517718957814872205e+00,-2.365293586135793191e+01
1.518913225598578265e+01,-4.512680635095259518e+00,-2.366682758479001336e+01
1.515826079184221697e+01,-4.507630699103521543e+00,-2.368060135996947579e+01
1.512743222958702205e+01,-4.502569187051975064e+00,-2.369425728084665295e+01
1.509664683342370495e+01,-4.497496140227330130e+00,-2.370779543873770479e+01
1.506590486756512171e+01,-4.492411599809554623e+00,-2.372121592791412681e+01
1.503520659634400225e+01,-4.487315608673090317e+00,-2.373451884321980287e+01
1.500455228434543820e+01,-4.482208213180782330e+00,-2.374770427772170578e+01
1.497394219611273058e+01,-4.477089459012899120e+00,-2.376077232825108965e+01
1.494337659649254313e+01,-4.471959395942946003e+00,-2.377372308910933896e+01
1.491285575032989641e+01,-4.466818073670272504e+00,-2.378655665759245608e+01
1.488237992259618991e+01,-4.461665543614833140e+00,-2.379927313163591052e+01
1.485194937853873220e+01,-4.456501860703380835e+00,-2.381187260749560863e+01
1.482156438339566051e+01,-4.451327079807040121e+00,-2.382435518444538047e+01
1.479122520253374340e+01,-4.446141257531301072e+00,-2.383672096244038485e+01
1.476093210160840030e+01,-4.440944453998182162e+00,-2.384897003981559038e+01
1.473068534620185943e+01,-4.435736728698879361e+00,-2.386110251871817667e+01
1.470048520224349531e+01,-4.430518145240246675e+00,-2.387311849893969651e+01
1.467033193563744220e+01,-4.425288767201209339e+00,-2.388501808333051812e+01
1.464022581241838239e+01,-4.420048659915811307e+00,-2.389680137549234473e+01
1.461016709892825816e+01,-4.414797892247899647e+00,-2.390846847750826853e+01
1.458015606141331055e+01,-4.409536532458687041e+00,-2.392001949530392224e+01
1.455019296648960392e+01,-4.404264652934834601e+00,-2.393145453256200028e+01
1.452027808073059489e+01,-4.398982326059851289e+00,-2.394277369606444594e+01
1.449041167083885995e+01,-4.393689625989609659e+00,-2.395397709341706260e+01
1.446059400383896332e+01,-4.388386630419643275e+00,-2.396506483081026673e+01
1.443082534663441763e+01,-4.383073416467836658e+00,-2.397603701830844614e+01
1.440110596651793351e+01,-4.377750065383771982e+00,-2.398689376384727012e+01
1.437143613071831894e+01,-4.372416658435125392e+00,-2.399763517850423966e+01
1.434181610658933081e+01,-4.367073278676068426e+00,-2.400826137425305262e+01
1.431224616181842535e+01,-4.361720012706657990e+00,-2.401877246175816083e+01
1.428272656394444340e+01,-4.356356946571454003e+00,-2.402916855558829212e+01
1.425325758091092254e+01,-4.350984170448849220e+00,-2.403944976830138103e+01
1.422383948057472658e+01,-4.345601774554097574e+00,-2.404961621563781193e+01
1.419447253091022176e+01,-4.340209850899450217e+00,-2.405966801430886903e+01
1.416515700023295210e+01,-4.334808495045435528e+00,-2.406960527982432296e+01
1.413589315667960555e+01,-4.329397802016080377e+00,-2.407942813162852858e+01
1.410668126880342044e+01,-4.323977870967908643e+00,-2.408913668727434043e+01
1.407752160504448646e+01,-4.318548801109391100e+00,-2.409873106753892813e+01
1.404841443394983713e+01,-4.313110693453050537e+00,-2.410821139424521675e+01
1.401936002441222584e+01,-4.307663652558796130e+00,-2.411757778812347297e+01
1.399035864511303551e+01,-4.302207782465748309e+00,-2.412683037386869600e+01
1.396141056515809176e+01,-4.296743191340440582e+00,-2.413596927440531914e+01
1.393251605351194300e+01,-4.291269987413319775e+00,-2.414499461592325602e+01
1.390367537923225960e+01,-4.285788280722738541e+00,-2.415390652573342933e+01
1.387488881172278177e+01,-4.280298184849340437e+00,-2.416270513016490540e+01
1.384615662014045867e+01,-4.274799812865761162e+00,-2.417139055954046967e+01
1.381747907407103604e+01,-4.269293281963066455e+00,-2.417996294253499201e+01
1.378885644292695645e+01,-4.263778709404848044e+00,-2.418842241112969660e+01
1.376028899619713997e+01,-4.258256214262821082e+00,-2.419676909850230473e+01
1.373177700371356380e+01,-4.252725919142517519e+00,-2.420500313696017969e+01
1.370332073502397918e+01,-4.247187946150922322e+00,-2.421312466283252718e+01
1.367492046010497653e+01,-4.241642421500619875e+00,-2.422113381092440676e+01
1.364657644872653464e+01,-4.236089471482418212e+00,-2.422903071938694808e+01
1.361828897071489664e+01,-4.230529224192029147e+00,-2.423681552764330149e+01
1.359005829623216144e+01,-4.224961811246290111e+00,-2.424448837435875959e+01
1.356188469511605099e+01,-4.219387363770046306e+00,-2.425204940224760719e+01
1.353376843762946358e+01,-4.213806016977041935e+00,-2.425949875262426403e+01
1.350570979379155823e+01,-4.208217906161384469e+00,-2.426683657018838502e+01
1.347770903365465855e+01,-4.202623168415414057e+00,-2.427406300098702019e+01
1.344976642759654872e+01,-4.197021944336249533e+00,-2.428117819042198278e+01
1.342188224562825738e+01,-4.191414374032726542e+00,-2.428818228796934875e+01
1.339405675817815933e+01,-4.185800601681420652e+00,-2.429507544183107015e+01
1.336629023539250127e+01,-4.180180771538947404e+00,-2.430185780363149206e+01
1.333858294742405626e+01,-4.174555029649795301e+00,-2.430852952641717124e+01
1.331093516473636562e+01,-4.168923525542917119e+00,-2.431509076270235425e+01
1.328334715738138172e+01,-4.163286408259437188e+00,-2.432154166909986870e+01
1.325581919581677504e+01,-4.157643830883458236e+00,-2.432788240107359812e+01
1.322835155017590658e+01,-4.151995946575193663e+00,-2.433411311754613493e+01
1.320094449056937158e+01,-4.146342910268971060e+00,-2.434023397893638219e+01
1.317359828740039696e+01,-4.140684880359474462e+00,-2.434624514524372074e+01
1.314631321061391844e+01,-4.135022014751344344e+00,-2.435214678058782312e+01
1.311908953054466132e+01,-4.129354475363039789e+00,-2.435793904806541121e+01
1.309192751715972669e+01,-4.123682424182555373e+00,-2.436362211426606095e+01
1.306482744037062282e+01,-4.118006024954787847e+00,-2.436919614734851436e+01
1.303778957035923902e+01,-4.112325444856730350e+00,-2.437466131516470114e+01
1.301081417680002694e+01,-4.106640850570210333e+00,-2.438001778970676980e+01
1.298390152973749245e+01,-4.100952412757826515e+00,-2.438526574206922248e+01
1.295705189880176356e+01,-4.095260302141799258e+00,-2.439040534687195461e+01
1.293026555353178786e+01,-4.089564691180632927e+00,-2.439543678037579610e+01
1.290354276371134112e+01,-4.083865755732859704e+00,-2.440036021864650451e+01
1.287688379856578891e+01,-4.078163671154073633e+00,-2.440517584190751066e+01
1.285028892766678332e+01,-4.072458616743340976e+00,-2.440988382960978953e+01
1.282375842012348777e+01,-4.066750771846830759e+00,-2.441448436475952732e+01
1.279729254491522639e+01,-4.061040317522955689e+00,-2.441897763207417427e+01
1.277089157123637797e+01,-4.055327438194069600e+00,-2.442336381618716956e+01
1.274455576766975717e+01,-4.049612317768896297e+00,-2.442764310590463595e+01
1.271828540311685884e+01,-4.043895144058535784e+00,-2.443181568938418380e+01
1.269208074596544655e+01,-4.038176104905303099e+00,-2.443588175836694631e+01
1.266594206443208037e+01,-4.032455389836666626e+00,-2.443984150637328412e+01
1.263986962691535965e+01,-4.026733191703871562e+00,-2.444369512694952817e+01
1.261386370114768418e+01,-4.021009702831572774e+00,-2.444744281782685036e+01
1.258792455514831232e+01,-4.015285119401219127e+00,-2.445108477621117515e+01
1.256205245637064749e+01,-4.009559637607557292e+00,-2.445462120291672647e+01
1.253624767205235280e+01,-4.003833455299423250e+00,-2.445805230060377511e+01
1.251051046957619128e+01,-3.998106773605828224e+00,-2.446137827206657889e+01
1.248484111560194521e+01,-3.992379793113313369e+00,-2.446459932429394613e+01
1.245923987704098934e+01,-3.986652718215718760e+00,-2.446771566387089791e+01
1.243370702018349228e+01,-3.980925753299219938e+00,-2.447072750101333227e+01
1.240824281105701310e+01,-3.975199104370020109e+00,-2.447363504784739163e+01
1.238284751579415932e+01,-3.969472980666922446e+00,-2.447643851673964832e+01
1.235752139974636599e+01,-3.963747590868033299e+00,-2.447913812425762359e+01
1.233226472847746180e+01,-3.958023147405413056e+00,-2.448173408668503015e+01
1.230707776687395771e+01,-3.952299862679793829e+00,-2.448422662395581995e+01
1.228196077951001364e+01,-3.946577950674868607e+00,-2.448661595797599233e+01
1.225691403102081090e+01,-3.940857628555270331e+00,-2.448890231099659331e+01
1.223193778520053066e+01,-3.935139112904526115e+00,-2.449108590947260566e+01
1.220703230601303346e+01,-3.929422624002488984e+00,-2.449316697969332068e+01
1.218219785668596877e+01,-3.923708382071546819e+00,-2.449514575161476770e+01
1.215743470008263571e+01,-3.917996608876717968e+00,-2.449702245722388483e+01
1.213274309908043946e+01,-3.912287529308807521e+00,-2.449879732895495721e+01
1.210812331565476541e+01,-3.906581367654697434e+00,-2.450047060344589411e+01
1.208357561190427454e+01,-3.900878351836179370e+00,-2.450204251728476734e+01
1.205910024913194967e+01,-3.895178709689125274e+00,-2.450351331073950689e+01
1.203469748822164931e+01,-3.889482670548718435e+00,-2.450488322616478953e+01
1.201036759002091436e+01,-3.883790466816729570e+00,-2.450615250646271193e+01
1.198611081441273818e+01,-3.878102330266298470e+00,-2.450732139873511173e+01
1.196192742135368015e+01,-3.872418496240004337e+00,-2.450839015014731714e+01
1.193781766994263727e+01,-3.866739199963517670e+00,-2.450935901155391150e+01
1.191378181880270049e+01,-3.861064678115541327e+00,-2.451022823594967193e+01
1.188982012646734709e+01,-3.855395170378772551e+00,-2.451099807697336175e+01
1.186593285044226853e+01,-3.849730915780452900e+00,-2.451166879245616315e+01
1.184212024825336940e+01,-3.844072156847853083e+00,-2.451224064040339812e+01
1.181838257650666257e+01,-3.838419135958536899e+00,-2.451271388251546313e+01
1.179472009127326082e+01,-3.832772096893903413e+00,-2.451308878268270064e+01
1.177113304847799213e+01,-3.827131286372899233e+00,-2.451336560553350452e+01
1.174762170295343822e+01,-3.821496950430240958e+00,-2.451354461987740407e+01
1.172418630949592711e+01,-3.815869338527704269e+00,-2.451362609480551669e+01
1.170082712191770469e+01,-3.810248699942078598e+00,-2.451361030310646072e+01
