,SIMX,SIMY,SIMZ,PWM_X+,PWM_X-,PWM_Y+,PWM_Y-,PWM_Z+,PWM_Z-
0,0,0,0,0,53.82599999999999,0,23.555999999999997,0,68.70599999999999
